2026-04-19 11:30:38 | graph | default_trace_id | INFO | {"event_id": "5ff6f9d5-4582-44f6-9c3e-fc95c136658b", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-19T11:30:38.120875+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "weather_flow", "node_id": "start"}
2026-04-19 11:30:38 | graph | default_trace_id | INFO | {"event_id": "d026bfb0-ff27-426f-a7ad-2e18a7aea8a9", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:38.141579+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call batch-in node [questioner]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-19 11:30:38 | graph | default_trace_id | ERROR | {"event_id": "5ca11f3f-65f8-4d40-b858-88f235a400d5", "event_type": "graph_super_step_error", "log_level": "ERROR", "timestamp": "2026-04-19T11:30:38.143324+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Failed to run graph super-step[2]", "exception": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x00000293EB449FD0>,)", "error_code": -1, "error_message": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x00000293EB449FD0>,)", "metadata": {"ns": "weather_flow", "step": 2, "active_nodes": ["questioner"]}, "graph_id": "weather_flow"}
2026-04-19 11:30:38 | graph | default_trace_id | INFO | {"event_id": "86ad7f46-6f27-4b99-a6e8-1fd50c48a021", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:38.145034+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution interrupted", "metadata": {"total_steps": 2}, "graph_id": "weather_flow"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "f1c3c099-520a-4bdf-93dd-6ecbed45c1a8", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.736480+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "dadc2a60-f2bb-4b84-816d-95e4f18da5b8", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.737010+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [questioner], abilities is ['invoke']", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "92377ab3-dc09-43d9-a7f2-45e36c133be1", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.737548+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "cb0463b0-cd3b-498b-968b-b8b5843e0399", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.738088+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "stock_flow"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "3d0d5cf4-0d74-4ced-af6d-56a4b1037743", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.739876+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "9f16e42e-8060-4129-9840-9edf688c651c", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.740336+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "d9a3c2ab-169f-4896-8a06-7afad5e2697c", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.741557+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "5b1947a4-45ab-4784-a58b-29110c717438", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.742439+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "2b06d546-e088-46be-88a4-469ecb5c66de", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.743550+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "d9abe398-8515-4f55-8265-faf4082f1796", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.744503+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "b4e69963-cac0-4852-adf4-e55231e6e93b", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.746971+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "5797a298-d74b-482d-b855-9af9e0ff5e70", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.748487+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:30:42 | graph | default_trace_id | ERROR | {"event_id": "99dab3b3-01a9-4c09-bc66-84c59a6ccdc5", "event_type": "graph_super_step_error", "log_level": "ERROR", "timestamp": "2026-04-19T11:30:42.750884+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Failed to run graph super-step[2]", "exception": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x00000293EB4C3100>,)", "error_code": -1, "error_message": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x00000293EB4C3100>,)", "metadata": {"ns": "stock_flow", "step": 2, "active_nodes": ["questioner"]}, "graph_id": "stock_flow"}
2026-04-19 11:30:42 | graph | default_trace_id | INFO | {"event_id": "1836e1ec-8755-48f3-9cb0-2a330997beb4", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:42.752899+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution interrupted", "metadata": {"total_steps": 2}, "graph_id": "stock_flow"}
2026-04-19 11:30:46 | graph | default_trace_id | INFO | {"event_id": "e8203f49-4f36-4359-a523-00b7f50727ee", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:46.140054+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "weather_flow"}
2026-04-19 11:30:46 | graph | default_trace_id | INFO | {"event_id": "64dddfd2-3ab9-4374-9e8a-a4dc847f4dfb", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:46.141291+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-19 11:30:46 | graph | default_trace_id | INFO | {"event_id": "b7427e96-16e1-4afe-8c18-05883ba23a10", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:46.141893+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-19 11:30:51 | graph | default_trace_id | INFO | {"event_id": "0802d113-6d23-4ac6-b121-7b19f2b2f387", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:51.788261+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-19 11:30:51 | graph | default_trace_id | INFO | {"event_id": "269fadf2-8e1a-4123-affe-a91129ecf758", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:51.789238+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [questioner]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-19 11:30:51 | graph | default_trace_id | INFO | {"event_id": "29c098da-1711-4fea-8c61-75fa69e7dfca", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:51.790532+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [end]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-19 11:30:51 | graph | default_trace_id | INFO | {"event_id": "e1165ed7-495c-466a-8b22-92e96f5313c4", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:51.792110+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [end] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-19 11:30:51 | graph | default_trace_id | INFO | {"event_id": "88836b18-854a-42b6-a148-dc407f166acf", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:51.794597+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [end] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-19 11:30:51 | graph | default_trace_id | INFO | {"event_id": "0b06cac8-be24-4e0f-a8f4-1f5ab03bdcb9", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:51.795347+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [end]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-19 11:30:51 | graph | default_trace_id | INFO | {"event_id": "f16ee218-49d9-45b4-a165-9c9b8ac03b3a", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-19T11:30:51.796165+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution completed", "metadata": {"total_steps": 4}, "graph_id": "weather_flow"}
2026-04-19 11:30:55 | graph | default_trace_id | INFO | {"event_id": "83484427-950e-42db-8efd-4c0784e33625", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:55.791522+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "stock_flow"}
2026-04-19 11:30:55 | graph | default_trace_id | INFO | {"event_id": "292fc03a-316d-425b-a730-ab1f0f46d3ab", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:55.792358+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:30:55 | graph | default_trace_id | INFO | {"event_id": "bfd2732f-5788-4f83-b0d8-36b5cd35fd21", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:30:55.792795+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:31:00 | graph | default_trace_id | INFO | {"event_id": "622a4c55-72bf-4169-9a90-052bccc32415", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:00.277591+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:31:00 | graph | default_trace_id | INFO | {"event_id": "1defb180-db9c-42ea-a94a-c2a2ac3fdcf9", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:00.279023+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-19 11:31:00 | graph | default_trace_id | INFO | {"event_id": "0689b011-f9a4-4a1f-8db9-8ce0f2a6264d", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:00.281780+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [end]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-19 11:31:00 | graph | default_trace_id | INFO | {"event_id": "f1e03bad-1d19-4b50-92e6-48504ed5336f", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:00.282957+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [end] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-19 11:31:00 | graph | default_trace_id | INFO | {"event_id": "a9d50c28-cd05-4d7d-a94b-e6983ea75ded", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:00.285882+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [end] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-19 11:31:00 | graph | default_trace_id | INFO | {"event_id": "54b46adc-cc30-4e5e-ab17-511f6f078e70", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:00.287450+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [end]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-19 11:31:00 | graph | default_trace_id | INFO | {"event_id": "d49b9838-c6ed-4b02-a55c-77dfbd204cf7", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:00.288661+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution completed", "metadata": {"total_steps": 4}, "graph_id": "stock_flow"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "bf6dae5b-b9b4-43c7-9fc0-0a89d0bcd54b", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.261543+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "fcedff31-03ec-4787-90a5-d5df34287882", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.261993+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [questioner], abilities is ['invoke']", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "fbc46736-d07c-4074-88bd-7f73b70777b0", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.262496+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "travel_flow", "node_id": "end"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "bc835811-e1bb-4e3a-b38a-a3deeb11e01f", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.262971+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "travel_flow"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "5e275fbd-f983-4938-b95a-a66e87c1423c", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.264366+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "78b6335c-d064-4e14-88df-aac0fa752b47", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.264722+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "a30dc8e5-b99f-41e6-967a-ab4a2dd475d9", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.265905+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "30fdc84b-f7d9-4270-abfa-e93513898f83", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.266603+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "8debfbf4-9d08-49f4-9cc8-de0534633698", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.268043+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "75e8003c-ab7e-498b-a5ca-668a62af7c63", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.269938+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "273c2b2e-fe72-4852-8edb-c4b68d50864e", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.272747+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "ab4dc93d-4edb-4fc5-a47b-27b003110697", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.273944+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call batch-in node [questioner]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-19 11:31:05 | graph | default_trace_id | ERROR | {"event_id": "e51c2ef2-bdee-492d-a5a2-a0939525eb3d", "event_type": "graph_super_step_error", "log_level": "ERROR", "timestamp": "2026-04-19T11:31:05.276297+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Failed to run graph super-step[2]", "exception": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x00000293EB549A90>,)", "error_code": -1, "error_message": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x00000293EB549A90>,)", "metadata": {"ns": "travel_flow", "step": 2, "active_nodes": ["questioner"]}, "graph_id": "travel_flow"}
2026-04-19 11:31:05 | graph | default_trace_id | INFO | {"event_id": "fcb4aea3-b5c9-4361-9878-a5a11512ce58", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-19T11:31:05.278081+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution interrupted", "metadata": {"total_steps": 2}, "graph_id": "travel_flow"}
2026-04-19 11:31:09 | graph | default_trace_id | INFO | {"event_id": "116b91f1-5ce8-4b9c-9ecb-8fc98abf3a05", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:09.898267+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "travel_flow"}
2026-04-19 11:31:09 | graph | default_trace_id | INFO | {"event_id": "e7af9654-7a73-49da-996b-e34c9763c76a", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:09.899161+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-19 11:31:09 | graph | default_trace_id | INFO | {"event_id": "da026ce7-64b1-4bc5-a7ce-938a0483219b", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-19T11:31:09.899578+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
