2026-04-18 21:20:09 | memory | default_trace_id | INFO | {"event_id": "90ec01b3-2fee-4a91-9db3-ca359af66c62", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:20:09.066720+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Starting kv store migration", "metadata": {}}
2026-04-18 21:20:37 | memory | default_trace_id | ERROR | {"event_id": "08e0e4e8-470e-4098-a67a-7e9307dc3595", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:20:37.658953+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户的名字是张三"}
2026-04-18 21:20:42 | memory | default_trace_id | ERROR | {"event_id": "57ed199c-afa5-48e6-b152-59ae6647d407", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:20:42.643384+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户的名字是张三"}
2026-04-18 21:20:47 | memory | default_trace_id | ERROR | {"event_id": "eade008b-0238-46b5-bc98-7f975221d668", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:20:47.701935+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户的名字是张三"}
2026-04-18 21:20:52 | memory | default_trace_id | ERROR | {"event_id": "32891931-61c8-470b-84e1-a1e69b6ccca3", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:20:52.770313+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户的年龄是25岁"}
2026-04-18 21:20:58 | memory | default_trace_id | ERROR | {"event_id": "230e3903-cb27-4911-b5af-1c93e63b237d", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:20:58.156617+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户的年龄是25岁"}
2026-04-18 21:21:03 | memory | default_trace_id | ERROR | {"event_id": "cb5d8077-f88c-4bd3-b151-7a03b43c2a5e", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:03.809860+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户的年龄是25岁"}
2026-04-18 21:21:13 | memory | default_trace_id | ERROR | {"event_id": "7234dcad-e5b7-45e1-ac82-490432320319", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:13.490203+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户的职业是软件工程师"}
2026-04-18 21:21:18 | memory | default_trace_id | ERROR | {"event_id": "01fc5223-62f6-4289-aeb6-0c433d223ff3", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:18.642784+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户的职业是软件工程师"}
2026-04-18 21:21:23 | memory | default_trace_id | ERROR | {"event_id": "cf06a9c5-09bc-4a7a-be2c-1d563be8a5c1", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:23.643738+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户的职业是软件工程师"}
2026-04-18 21:21:29 | memory | default_trace_id | ERROR | {"event_id": "9fd7c5de-c85c-4161-be68-09c90c4152af", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:29.058505+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户的工作地点在杭州"}
2026-04-18 21:21:34 | memory | default_trace_id | ERROR | {"event_id": "59a42dd2-1284-4586-a131-553492d13a33", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:34.790785+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户的工作地点在杭州"}
2026-04-18 21:21:42 | memory | default_trace_id | ERROR | {"event_id": "53720812-fef3-4fdd-8878-b706a3c00642", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:42.009713+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户的工作地点在杭州"}
2026-04-18 21:21:48 | memory | default_trace_id | ERROR | {"event_id": "3083275c-0f75-40b1-8ed1-f89de859521a", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:48.963828+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户喜欢打羽毛球"}
2026-04-18 21:21:54 | memory | default_trace_id | ERROR | {"event_id": "f4fa8fd7-afab-40b3-8fff-3a4c7b51ddc8", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:21:54.987776+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户喜欢打羽毛球"}
2026-04-18 21:22:01 | memory | default_trace_id | ERROR | {"event_id": "c6b70d12-a6fe-4285-9d86-9e9d6fb29f18", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:01.029110+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户喜欢打羽毛球"}
2026-04-18 21:22:07 | memory | default_trace_id | ERROR | {"event_id": "54c5f361-23c0-42b3-9a4b-3dd668ca92d9", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:07.013214+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户喜欢看电影"}
2026-04-18 21:22:13 | memory | default_trace_id | ERROR | {"event_id": "e48c0688-4198-4784-a8b0-56400628ccaa", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:13.131703+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户喜欢看电影"}
2026-04-18 21:22:19 | memory | default_trace_id | ERROR | {"event_id": "a207b6ed-e7b1-433c-a485-f6f156e5289f", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:19.307225+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户喜欢看电影"}
2026-04-18 21:22:19 | memory | default_trace_id | INFO | Loaded and cached prompt template: memory_update_check
2026-04-18 21:22:30 | memory | default_trace_id | INFO | {"event_id": "bd7ad173-1af9-4c8c-828a-a4c11c6ef2aa", "event_type": "memory_process", "log_level": "INFO", "timestamp": "2026-04-18T21:22:30.571390+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Memory check completed, got 6 action items", "metadata": {"action_count": 6}}
2026-04-18 21:22:37 | memory | default_trace_id | ERROR | {"event_id": "53eadee1-6549-4a76-a179-b131ac912ae0", "event_type": "memory_store", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:37.608990+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to add documents to semantic store.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "scope_id": "demo_scope_001"}
2026-04-18 21:22:37 | memory | default_trace_id | ERROR | {"event_id": "6c847e02-f856-4d34-a1c7-7fb4b7376fef", "event_type": "memory_store", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:37.622365+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to add mem", "exception": "[158002] failed to add MemoryType.USER_PROFILE memory, reason: user_profile_manager add vector store failed", "metadata": {}, "memory_type": "fragment"}
2026-04-18 21:22:44 | memory | default_trace_id | ERROR | {"event_id": "a5b48909-0dbc-459d-89a6-f2ff6d3aae27", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:44.172810+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户的职业是什么？"}
2026-04-18 21:22:50 | memory | default_trace_id | ERROR | {"event_id": "99d85f06-6ad2-4f8f-994c-2c073a3e1b7a", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:50.851619+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户的职业是什么？"}
2026-04-18 21:22:57 | memory | default_trace_id | ERROR | {"event_id": "b526c823-4582-4cf7-8b42-15c591da5830", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:22:57.583986+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户的职业是什么？"}
2026-04-18 21:23:03 | memory | default_trace_id | ERROR | {"event_id": "b8b319e7-5e8c-438f-8a09-c19c7598affb", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:23:03.642873+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户喜欢做什么？"}
2026-04-18 21:23:09 | memory | default_trace_id | ERROR | {"event_id": "224d115e-6bac-4b97-937c-ed4d2ec6eb63", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:23:09.820438+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户喜欢做什么？"}
2026-04-18 21:23:15 | memory | default_trace_id | ERROR | {"event_id": "0ef23d25-f31a-40e5-a688-350de3b9348b", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:23:15.962673+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户喜欢做什么？"}
2026-04-18 21:23:22 | memory | default_trace_id | ERROR | {"event_id": "12fb432d-34bf-414d-bc0e-4cf4c7bf622d", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:23:22.569806+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_user_profile"}, "query": "用户住在哪里？"}
2026-04-18 21:23:29 | memory | default_trace_id | ERROR | {"event_id": "1d0b0f47-7f10-4442-8c8b-9c14746e7a1c", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:23:29.182109+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_episodic_memory"}, "query": "用户住在哪里？"}
2026-04-18 21:23:35 | memory | default_trace_id | ERROR | {"event_id": "aa9bacaf-5a5f-4c5a-9f4c-4a25098e69a4", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:23:35.323521+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_semantic_memory"}, "query": "用户住在哪里？"}
2026-04-18 21:23:41 | memory | default_trace_id | ERROR | {"event_id": "8a9c812c-1e56-4295-a8d8-3b0ea811966d", "event_type": "memory_retrieve", "log_level": "ERROR", "timestamp": "2026-04-18T21:23:41.356790+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Failed to embed query.", "exception": "[155004] retrieval embedding_request call failed, reason: Failed to get embedding after 3 attempts", "metadata": {"collection_name": "uid_demo_user_001_gid_demo_scope_001_mtype_summary"}, "query": "用户的个人信息"}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "afa8b806-b87f-47d4-9a13-ea47f2db34ca", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.532486+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Starting kv store migration", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "6e74b0c1-7cfa-45dd-a176-f07da8f2d7e6", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.533725+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "No kv store migrations registered, skipping migration process", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "83cb3f73-2876-4fba-a528-4dba02b87407", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.534361+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "kv store migration completed successfully", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "e72fbecf-c9f5-4dc2-a0e4-fbe2ceea16ca", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.535080+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Starting vector store migration", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "7d78ac58-603e-4f2b-9f6b-0f8d29f37f87", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.535718+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "No vector store migrations registered, skipping migration process", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "29e5380a-a2b7-40d2-91f3-159f36a2f446", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.536295+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "vector store migration completed successfully", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "e6cf3af3-3493-4f5b-823f-cbdcc65ecf7e", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.536811+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Starting db store migration", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "b0a2241d-b210-4605-8fad-628c60ee7548", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.537383+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "No db store migrations registered, skipping migration process", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | {"event_id": "148ea4b0-bf4f-4c05-9657-8b91020bdfb6", "event_type": "memory_init", "log_level": "INFO", "timestamp": "2026-04-18T21:28:09.537952+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "db store migration completed successfully", "metadata": {}}
2026-04-18 21:28:09 | memory | default_trace_id | INFO | PromptApplier singleton initialized
2026-04-18 21:28:09 | memory | default_trace_id | INFO | Loaded and cached prompt template: memory_analysis_prompt
2026-04-18 21:28:17 | memory | default_trace_id | INFO | Loaded and cached prompt template: fragment_memory_prompt
2026-04-18 21:28:28 | memory | default_trace_id | INFO | {"event_id": "11f0c9c4-f5f0-4093-871b-4e959a5d7658", "event_type": "memory_process", "log_level": "INFO", "timestamp": "2026-04-18T21:28:28.096113+08:00", "module_type": "memory", "module_id": "memory", "module_name": "memory", "status": "success", "message": "Memory units generated successfully", "metadata": {"all_memory_result": {"variable": [{"mem_type": "variable", "mem_id": "", "variable_name": "姓名", "variable_mem": "张三"}, {"mem_type": "variable", "mem_id": "", "variable_name": "职业", "variable_mem": "软件工程师"}, {"mem_type": "variable", "mem_id": "", "variable_name": "居住地", "variable_mem": "杭州"}, {"mem_type": "variable", "mem_id": "", "variable_name": "爱好", "variable_mem": "打羽毛球和看电影"}, {"mem_type": "variable", "mem_id": "", "variable_name": "年龄", "variable_mem": "25岁"}], "summary": [{"mem_type": "summary", "mem_id": "019da0c71fd7d39f6352e92e", "summary": "用户张三自我介绍，年龄25岁，职业是软件工程师，工作地点在杭州，爱好是打羽毛球和看电影。", "message_mem_id": "019da0c700b3a6f08752e92e", "timestamp": "2026-04-18 13:28:09"}], "user_profile": [{"mem_type": "user_profile", "mem_id": "019da0c748c0252fd752e92e", "content": "用户的名字是张三", "message_mem_id": "019da0c700b3a6f08752e92e", "timestamp": "2026-04-18 13:28:09"}, {"mem_type": "user_profile", "mem_id": "019da0c748c0c7577f52e92e", "content": "用户年龄是25岁", "message_mem_id": "019da0c700b3a6f08752e92e", "timestamp": "2026-04-18 13:28:09"}, {"mem_type": "user_profile", "mem_id": "019da0c748c05652d752e92e", "content": "用户的职业是软件工程师", "message_mem_id": "019da0c700b3a6f08752e92e", "timestamp": "2026-04-18 13:28:09"}, {"mem_type": "user_profile", "mem_id": "019da0c748c0c10dcf52e92e", "content": "用户的工作地点是杭州", "message_mem_id": "019da0c700b3a6f08752e92e", "timestamp": "2026-04-18 13:28:09"}, {"mem_type": "user_profile", "mem_id": "019da0c748c08222fc52e92e", "content": "用户喜欢打羽毛球", "message_mem_id": "019da0c700b3a6f08752e92e", "timestamp": "2026-04-18 13:28:09"}, {"mem_type": "user_profile", "mem_id": "019da0c748c08065e852e92e", "content": "用户喜欢看电影", "message_mem_id": "019da0c700b3a6f08752e92e", "timestamp": "2026-04-18 13:28:09"}]}}, "user_id": "demo_user_001", "scope_id": "demo_scope_001"}
