2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "1a49797d-3b91-44e1-8f56-951a62630e38", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.823373+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "368cba738a9b42d7bedb7d7a5fa8a99b", "node_id": "start"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "df49cc6b-e96e-4e26-a70f-4bcc5b69bd8a", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.840935+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "end"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "36907cfa-f021-4075-8e49-3746f9630893", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.841177+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [think_comp], abilities is ['invoke']", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "think_comp"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "2931e327-cb9f-49f5-864d-f45061a313ea", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.841735+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "9f9a5e3b-6189-486e-b184-07263e615305", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "b8328974-bcd6-4c69-a43a-ceaf6fee6f19", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.842679+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "start"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "4f12d1d6-9237-4a28-a2f5-5ec907b5da49", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.843050+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "start"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "d9dfa987-fc12-4bc5-983e-859c012db7f4", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.843601+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "start"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "c3780f17-804c-432e-8302-714ef233cafa", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.843865+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "start"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "32faff4e-ad1b-4ca2-92c3-aaa3cc75f8ad", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.846773+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [think_comp]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "think_comp"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "a2a8cb90-a00c-4e1b-be9f-5fb9bc3ad976", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.847097+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [think_comp] ability [invoke]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "think_comp"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "cb9703e1-ef11-4102-a995-fda3217a1761", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.847855+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [think_comp] ability [invoke]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "think_comp"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "5e8a3fcd-9716-4ad5-b282-ff8f90bd2aca", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.848158+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [think_comp]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "think_comp"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "e5bfb822-8718-468b-aac5-7cabe424a7ce", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.849325+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [end]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "end"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "d7fe65ed-7ce7-4fc4-84cc-15f47c298d10", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.849579+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [end] ability [invoke]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "end"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "4ffc260e-e8cb-4b39-b966-ac32c0305346", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.850336+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [end] ability [invoke]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "end"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "c5dabc7f-76a9-4269-affb-aeb9c7920539", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.850564+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [end]", "metadata": {}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087", "node_id": "end"}
2026-05-17 15:16:36 | graph | default_trace_id | INFO | {"event_id": "f6f487be-a587-4055-bb5c-da614a22c1cd", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-05-17T15:16:36.851122+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "9f9a5e3b-6189-486e-b184-07263e615305", "status": "success", "message": "Pregel graph engine execution completed", "metadata": {"total_steps": 4}, "graph_id": "ae4ec23f09944897bcfb12deddd7a087"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "262094fe-c3cc-4a6f-b71e-ccbee3179cb0", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.482346+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "start"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "4b16ca54-3cfa-4e8f-8a61-22bdb9c1ecc7", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.482743+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [node], abilities is ['invoke']", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "node"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "191e8283-a9f2-4263-8f4b-d11090aa3b6d", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.483052+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "end"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "e19744c8-7b0c-4d89-9f73-23fa888fab46", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.486597+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "7b99d29f-11e1-486e-9997-8d094285e457", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "b8b1254a-e0fb-4299-ab0d-ce34a16bc034", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.487677+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "start"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "19a124f6-e642-4500-b53e-9a3ee94b5781", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.487908+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "start"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "e3958c5a-0565-4d4e-964d-baa440ccf21b", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.488532+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "start"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "d4b7b7a5-834f-49c9-b524-c17cc3615d4a", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.488755+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "start"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "66b527e8-fce8-4868-ac9f-a90f78552ef3", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.489392+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [node]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "node"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "be200c0b-a946-4887-bc2d-b181c2aa4b14", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.489609+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [node] ability [invoke]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "node"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "df5da7bc-97f6-4fa1-b9d1-75df7fd1c1d6", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.490114+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [node] ability [invoke]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "node"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "9c5ea1f9-170b-454e-8cb6-edc695a5f168", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.490351+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [node]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "node"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "f1a3d4b2-93d6-4d92-9fff-24e67d4542ae", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.490991+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [end]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "end"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "b4386160-8cbf-486e-9164-ae9fef4841c8", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.491243+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [end] ability [invoke]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "end"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "646a5b0e-eac1-4371-bb09-70159a59582b", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.491746+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [end] ability [invoke]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "end"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "ee138d41-6b55-4b7e-a072-2a41955fc93f", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.491950+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [end]", "metadata": {}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa", "node_id": "end"}
2026-05-17 15:27:18 | graph | default_trace_id | INFO | {"event_id": "91bd64a2-5ced-433b-8ffe-174ea902fc4d", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:18.492473+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "7b99d29f-11e1-486e-9997-8d094285e457", "status": "success", "message": "Pregel graph engine execution completed", "metadata": {"total_steps": 4}, "graph_id": "b988d9ca90cc41f6ab6eee0f1a8981aa"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "73c0a087-b782-4a6d-b14a-5fe011ed1269", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.106337+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "start"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "2c1aae05-0335-4c3f-ba09-0117085253dd", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.106630+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "end"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "ef115e5b-c757-4b6d-a5c9-c5d3d53e2355", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.106847+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [a], abilities is ['invoke']", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "a"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "c7414527-aaa5-482a-b971-24967bdc1c24", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.107081+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [sw], abilities is ['invoke']", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "sw"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "9d9c3481-6c2b-49bd-acce-e5c203a4eedc", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.109734+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "d5c6e814-a210-438e-a3c3-4b2c1ba2ef9f", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "02049474aa4c465fb85b1407572a82a0"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "523d421b-8f05-4d62-baf7-9d34d8ca2968", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.110692+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "start"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "b849b4ea-c2c3-4d86-80b5-ae5e044301f2", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.110906+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "start"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "9f89596e-2169-4fd4-8148-45b09ebcf50d", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.111332+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "start"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "2264e994-9eef-430e-92ed-4a154d8efd3c", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.111535+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "start"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "6ed7d595-608a-438f-85ff-a7a80f1bf8cb", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.112096+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [a]", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "a"}
2026-05-17 15:27:28 | graph | default_trace_id | INFO | {"event_id": "98aa6d8b-2dca-4f2c-b553-3620185a8b9d", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-05-17T15:27:28.112301+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [a] ability [invoke]", "metadata": {}, "graph_id": "02049474aa4c465fb85b1407572a82a0", "node_id": "a"}
