2026-04-17 18:49:09 | workflow | default_trace_id | INFO | {"event_id": "fe71b0fc-5060-4d43-ae64-9b4b5bd5c0f4", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T18:49:09.244035+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "weather_flow", "workflow_name": "天气查询", "inputs": {"query": "查询天气"}}
2026-04-17 18:58:11 | workflow | default_trace_id | INFO | {"event_id": "2bc1aa88-a18e-4fc7-aa4f-f471efb83a0f", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.922194+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "weather_flow", "workflow_name": "天气查询"}
2026-04-17 18:58:33 | workflow | default_trace_id | INFO | {"event_id": "eefcd54d-3674-4e05-a09b-ca030fe2eb5b", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:33.639083+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "stock_flow", "workflow_name": "股票查询", "inputs": "user_inputs={'questioner': '查看AAPL股票'} raw_inputs=None"}
2026-04-17 18:58:33 | workflow | default_trace_id | INFO | {"event_id": "c9e668cf-1d07-4fad-888d-699d9bd883b3", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:33.649307+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 18:58:55 | workflow | default_trace_id | INFO | {"event_id": "31b2c493-e7d6-4671-8058-8842c1dde740", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.725395+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 38, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 18:58:55 | workflow | default_trace_id | INFO | {"event_id": "df8b2659-69e7-4439-95a6-49fa13be8375", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.748462+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "stock_flow", "workflow_name": "股票查询"}
2026-04-17 18:59:15 | workflow | default_trace_id | INFO | {"event_id": "52e1e29b-7151-4247-966b-c989cc69a9a3", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.108092+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "travel_flow", "workflow_name": "旅行规划", "inputs": {"query": "规划旅行"}}
2026-04-17 18:59:15 | workflow | default_trace_id | INFO | {"event_id": "0fd249e5-c7a7-4cdc-bf1e-18987825367f", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.119226+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:21:34 | workflow | default_trace_id | INFO | {"event_id": "65c66d6e-1ad2-40c9-8332-077bed59cb69", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.103371+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "weather_flow", "workflow_name": "天气查询", "inputs": {"query": "查询天气"}}
2026-04-17 19:21:34 | workflow | default_trace_id | INFO | {"event_id": "6712c1c7-fe55-4022-b1d6-1f4bf61ce80e", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.115353+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:21:40 | workflow | default_trace_id | INFO | {"event_id": "20d4f811-6903-4271-9a52-b614be46fdc5", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:21:40.719051+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 67, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:21:40 | workflow | default_trace_id | INFO | {"event_id": "78a1de2e-b4f2-48b9-83a7-8e3df0e7992d", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:21:40.724906+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "weather_flow", "workflow_name": "天气查询"}
2026-04-17 19:21:46 | workflow | default_trace_id | INFO | {"event_id": "c6b8ba2d-1b16-4094-9ccf-5f882f93add9", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:46.042455+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "stock_flow", "workflow_name": "股票查询", "inputs": {"query": "查看股票"}}
2026-04-17 19:21:46 | workflow | default_trace_id | INFO | {"event_id": "8c029a39-e232-4222-b21b-40f50b222eb5", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:46.068003+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:21:53 | workflow | default_trace_id | INFO | {"event_id": "e46c3fd3-e96f-4d2d-b912-eb81e3be9254", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:21:53.607441+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 78, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:21:53 | workflow | default_trace_id | ERROR | {"event_id": "01e90d7a-0e3a-42a4-a62a-873f6fbadf77", "event_type": "workflow_component_error", "log_level": "ERROR", "timestamp": "2026-04-17T19:21:53.611161+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner JSON parse failed", "metadata": {"error": "Failed to parse JSON from LLM response"}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:21:53 | workflow | default_trace_id | INFO | {"event_id": "30785f2e-2858-4958-9bf6-1d040bd0eb0e", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:21:53.653819+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "stock_flow", "workflow_name": "股票查询"}
2026-04-17 19:21:58 | workflow | default_trace_id | INFO | {"event_id": "81ad312f-ff07-4e56-9c56-57ba853d4e57", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:58.431317+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "weather_flow", "workflow_name": "天气查询", "inputs": "user_inputs={'questioner': '查询北京天气'} raw_inputs=None"}
2026-04-17 19:22:34 | workflow | default_trace_id | INFO | {"event_id": "43d5e1bd-c9aa-43d7-8668-61f8aaa36ec8", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:22:34.047606+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "weather_flow", "workflow_name": "天气查询", "inputs": {"query": "查询天气"}}
2026-04-17 19:22:34 | workflow | default_trace_id | INFO | {"event_id": "4f3ea28d-a323-468e-8c51-e2c8936a376e", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:22:34.065136+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:22:42 | workflow | default_trace_id | INFO | {"event_id": "dc4e3a82-291d-4a03-a70b-0fa320719b93", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:22:42.195364+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 74, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:22:42 | workflow | default_trace_id | ERROR | {"event_id": "39a99aa0-c24c-4bb0-8c9b-88ed9c24495e", "event_type": "workflow_component_error", "log_level": "ERROR", "timestamp": "2026-04-17T19:22:42.195914+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner JSON parse failed", "metadata": {"error": "Failed to parse JSON from LLM response"}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:22:42 | workflow | default_trace_id | INFO | {"event_id": "6b4fbe99-d1f2-467c-b335-4bf15bfbc7c4", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:22:42.203769+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "weather_flow", "workflow_name": "天气查询"}
2026-04-17 19:22:48 | workflow | default_trace_id | INFO | {"event_id": "3eeba5b9-8c6d-4774-94a6-29a95843f93c", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:22:48.887131+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "stock_flow", "workflow_name": "股票查询", "inputs": {"query": "查看股票"}}
2026-04-17 19:22:48 | workflow | default_trace_id | INFO | {"event_id": "abbe7e64-bf51-4440-8668-e77a9d61b4fc", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:22:48.897595+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:22:56 | workflow | default_trace_id | INFO | {"event_id": "61ac2861-cf73-420e-8b3f-3f31ecf322f7", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:22:56.655977+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 77, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:22:56 | workflow | default_trace_id | INFO | {"event_id": "8a2a3895-6fa2-4f82-a263-24afe13a7b54", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:22:56.665784+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "stock_flow", "workflow_name": "股票查询"}
2026-04-17 19:23:00 | workflow | default_trace_id | INFO | {"event_id": "3429d0ad-eef0-4d17-b3fa-6f50d240e77b", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:23:00.577489+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "weather_flow", "workflow_name": "天气查询", "inputs": "user_inputs={'questioner': '查询北京天气'} raw_inputs=None"}
2026-04-17 19:23:00 | workflow | default_trace_id | INFO | {"event_id": "a116ddab-466c-410d-b5e6-d8e9f0dece0c", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:23:00.595904+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:23:06 | workflow | default_trace_id | INFO | {"event_id": "4aaea038-6dc8-4106-8c2d-d7e9788e52d0", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:23:06.297766+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 62, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:23:06 | workflow | default_trace_id | ERROR | {"event_id": "30576068-ab9c-40f0-a800-06150ca3bcb3", "event_type": "workflow_component_error", "log_level": "ERROR", "timestamp": "2026-04-17T19:23:06.298599+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner JSON parse failed", "metadata": {"error": "Failed to parse JSON from LLM response"}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:23:06 | workflow | default_trace_id | INFO | {"event_id": "1e7b0ac8-45cb-4213-9593-ab6479c4c354", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:23:06.310157+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "weather_flow", "workflow_name": "天气查询"}
2026-04-17 19:23:10 | workflow | default_trace_id | INFO | {"event_id": "d2e3b24a-eeb4-44c6-bc61-7154a1b45ea5", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:23:10.069634+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "stock_flow", "workflow_name": "股票查询", "inputs": "user_inputs={'questioner': '查看AAPL股票'} raw_inputs=None"}
2026-04-17 19:27:37 | workflow | default_trace_id | INFO | {"event_id": "79a44195-b6bf-4cbd-b4d8-30cd11700f54", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:27:37.842120+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "weather_flow", "workflow_name": "天气查询", "inputs": {"query": "查询天气"}}
2026-04-17 19:27:37 | workflow | default_trace_id | INFO | {"event_id": "f269ee6b-4f1e-4e8d-b35e-392418dbb8aa", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:27:37.858994+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "weather_flow", "workflow_name": "天气查询"}
2026-04-17 19:27:43 | workflow | default_trace_id | INFO | {"event_id": "cd437e8d-e886-443f-8d89-22cf0b10594d", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:27:43.946573+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "stock_flow", "workflow_name": "股票查询", "inputs": {"query": "查看股票"}}
2026-04-17 19:27:43 | workflow | default_trace_id | INFO | {"event_id": "b6c67ca8-e3b6-4366-8b43-9dd9ad58c205", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:27:43.994718+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "stock_flow", "workflow_name": "股票查询"}
2026-04-17 19:27:48 | workflow | default_trace_id | INFO | {"event_id": "bf8cf1c2-efff-482d-86de-9ecb5056eda4", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:27:48.345819+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "weather_flow", "workflow_name": "天气查询", "inputs": "user_inputs={'questioner': '查询北京天气'} raw_inputs=None"}
2026-04-17 19:27:48 | workflow | default_trace_id | INFO | {"event_id": "82abecaf-f733-45cb-bf51-07ef1be29d0b", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:27:48.354340+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:27:53 | workflow | default_trace_id | INFO | {"event_id": "5bed82f1-5010-4816-b3ff-070222b1a741", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:27:53.623039+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 34, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:27:53 | workflow | default_trace_id | INFO | {"event_id": "d7fb41e0-4f99-4feb-b5fc-f5dbb456dcce", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:27:53.657119+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "weather_flow", "workflow_name": "天气查询"}
2026-04-17 19:27:57 | workflow | default_trace_id | INFO | {"event_id": "559ea1eb-431c-4c43-aad9-9a98f29159ec", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:27:57.971395+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "stock_flow", "workflow_name": "股票查询", "inputs": "user_inputs={'questioner': '查看AAPL股票'} raw_inputs=None"}
2026-04-17 19:27:57 | workflow | default_trace_id | INFO | {"event_id": "a383c5c3-da52-44b4-944d-4a19c9ea6a23", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:27:57.979594+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:28:07 | workflow | default_trace_id | INFO | {"event_id": "461b433d-3163-4656-b0be-c8e3bb552d19", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:28:07.680446+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 38, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:28:07 | workflow | default_trace_id | INFO | {"event_id": "7c2c189c-0f36-4822-a174-5665932d7a3f", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:28:07.694353+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "stock_flow", "workflow_name": "股票查询"}
2026-04-17 19:28:14 | workflow | default_trace_id | INFO | {"event_id": "be3cce21-f884-461a-8496-38130fda4fac", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:28:14.439376+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "travel_flow", "workflow_name": "旅行规划", "inputs": {"query": "规划旅行"}}
2026-04-17 19:28:14 | workflow | default_trace_id | INFO | {"event_id": "1a7b2d44-3298-432d-858d-9f056ce0dee0", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:28:14.453979+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "travel_flow", "workflow_name": "旅行规划"}
2026-04-17 19:28:18 | workflow | default_trace_id | INFO | {"event_id": "139382bc-e116-46eb-9344-5c8f4a8a7931", "event_type": "workflow_execute_start", "log_level": "INFO", "timestamp": "2026-04-17T19:28:18.784655+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Begin to run workflow stream", "metadata": {}, "workflow_id": "travel_flow", "workflow_name": "旅行规划", "inputs": "user_inputs={'questioner': '去巴黎旅行'} raw_inputs=None"}
2026-04-17 19:28:18 | workflow | default_trace_id | INFO | {"event_id": "f8732c05-492e-464c-aaef-3b6ca16621c9", "event_type": "workflow_component_start", "log_level": "INFO", "timestamp": "2026-04-17T19:28:18.793358+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction started", "metadata": {"has_inputs": true, "input_count": 2, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:28:28 | workflow | default_trace_id | INFO | {"event_id": "96d3a916-47dd-43bf-bb5d-eb6e80519eb0", "event_type": "workflow_component_end", "log_level": "INFO", "timestamp": "2026-04-17T19:28:28.095861+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Questioner LLM extraction completed", "metadata": {"has_response": true, "response_length": 36, "sensitive_mode": false}, "component_type_str": "QuestionerComponent"}
2026-04-17 19:28:28 | workflow | default_trace_id | INFO | {"event_id": "24a8ef10-8b89-440f-99cd-dd981b8ebf66", "event_type": "workflow_execute_end", "log_level": "INFO", "timestamp": "2026-04-17T19:28:28.104087+08:00", "module_type": "workflow", "module_id": "workflow", "module_name": "workflow", "status": "success", "message": "Succeed to run workflow stream", "metadata": {"total_chunks": 1}, "workflow_id": "travel_flow", "workflow_name": "旅行规划"}
