2026-04-17 18:49:09 | graph | default_trace_id | INFO | {"event_id": "e98e0a99-2ca2-4a52-a7ee-54e5d97cc432", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T18:49:09.249866+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "weather_flow", "node_id": "start"}
2026-04-17 18:53:09 | graph | default_trace_id | INFO | {"event_id": "b359ed93-739d-4017-bd18-db657f2743fb", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:53:09.589879+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call batch-in node [questioner]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-17 18:53:09 | graph | default_trace_id | ERROR | {"event_id": "1bf56aef-2628-4720-a253-18f774f784be", "event_type": "graph_super_step_error", "log_level": "ERROR", "timestamp": "2026-04-17T18:53:09.592100+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Failed to run graph super-step[2]", "exception": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x000001C4C344B230>,)", "error_code": -1, "error_message": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x000001C4C344B230>,)", "metadata": {"ns": "weather_flow", "step": 2, "active_nodes": ["questioner"]}, "graph_id": "weather_flow"}
2026-04-17 18:53:09 | graph | default_trace_id | INFO | {"event_id": "c0495c2a-eecc-4871-99ea-46b1e7485ebf", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-17T18:53:09.594407+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution interrupted", "metadata": {"total_steps": 2}, "graph_id": "weather_flow"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "9a42c844-aff4-4b50-bd86-1da576338c28", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.918537+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "a15b1fe7-6e5b-4749-9ff0-6fecdd1b9925", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.919085+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [questioner], abilities is ['invoke']", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "8f525b4c-2ce1-40ae-b458-472d0538a683", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.919616+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "444ce91e-15be-40d0-99c0-1cf8615f58e3", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.920259+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "stock_flow"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "6453cd3c-c71d-47f3-9b6d-8b75e9aceea8", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.922281+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "c7e36f2e-4e3f-485e-9d5b-51004ec86314", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.922784+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "bfee1cf6-6d01-435d-a2d1-0417e0c3922c", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.924475+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "0e82a6c2-9295-40d0-afea-15e7b36cd3f9", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.925307+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "stock_flow", "node_id": "start"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "7bc4d898-2b9c-47e8-b59f-a09d0b266c82", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.926483+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:53:30 | graph | default_trace_id | INFO | {"event_id": "3068de80-0d2c-4dc3-b66f-26331fbedeb9", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:53:30.926870+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:57:31 | graph | default_trace_id | INFO | {"event_id": "54900343-ef68-4a99-8a63-06f5bfa5889e", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T18:57:31.761906+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:57:31 | graph | default_trace_id | INFO | {"event_id": "d6917701-34d8-451d-ace4-0ab1c4a3f697", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:57:31.762726+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Interrupt to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:57:31 | graph | default_trace_id | ERROR | {"event_id": "ccfc9f0e-7d0b-457a-ad05-0b46feb144a3", "event_type": "graph_super_step_error", "log_level": "ERROR", "timestamp": "2026-04-17T18:57:31.763728+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Failed to run graph super-step[2]", "exception": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x000001C4C3327BB0>,)", "error_code": -1, "error_message": "(<openjiuwen.core.graph.pregel.base.Interrupt object at 0x000001C4C3327BB0>,)", "metadata": {"ns": "stock_flow", "step": 2, "active_nodes": ["questioner"]}, "graph_id": "stock_flow"}
2026-04-17 18:57:31 | graph | default_trace_id | INFO | {"event_id": "deed16c2-d9b8-408b-8528-767954d39ad2", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-17T18:57:31.764734+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution interrupted", "metadata": {"total_steps": 2}, "graph_id": "stock_flow"}
2026-04-17 18:57:51 | graph | default_trace_id | INFO | {"event_id": "3658dead-08b0-4387-a8d2-3b7bae83c67d", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-17T18:57:51.236653+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "weather_flow"}
2026-04-17 18:57:51 | graph | default_trace_id | INFO | {"event_id": "5a52ac99-9248-41f5-acaa-da36e848a44c", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:57:51.238022+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-17 18:57:51 | graph | default_trace_id | INFO | {"event_id": "d31a11b0-43be-48aa-9b92-6465826a75ce", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:57:51.238599+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-17 18:58:11 | graph | default_trace_id | INFO | {"event_id": "478693ea-a53c-42f9-af0b-e4f0490af10d", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.904020+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-17 18:58:11 | graph | default_trace_id | INFO | {"event_id": "ad8b5925-4254-4d8f-990a-2c3b330cbf95", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.906740+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [questioner]", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-17 18:58:11 | graph | default_trace_id | INFO | {"event_id": "322f5371-df72-467d-b66e-f78377fbd94a", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.909727+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [end]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-17 18:58:11 | graph | default_trace_id | INFO | {"event_id": "0ab0a872-e2d8-4dfb-9829-56c94bc46c9f", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.910413+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [end] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-17 18:58:11 | graph | default_trace_id | INFO | {"event_id": "4b77508a-19bc-4e86-aa72-125d7babe0ef", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.913716+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [end] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-17 18:58:11 | graph | default_trace_id | INFO | {"event_id": "3e7bcac2-38f7-4fbc-a330-2677cf808b6b", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.915123+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [end]", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-17 18:58:11 | graph | default_trace_id | INFO | {"event_id": "1ab54657-0c8f-4f87-8e87-eb6fc120cefd", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:11.916870+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution completed", "metadata": {"total_steps": 4}, "graph_id": "weather_flow"}
2026-04-17 18:58:33 | graph | default_trace_id | INFO | {"event_id": "43ff833d-da95-4fc9-ac88-52c7f49fa7a1", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:33.642384+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "stock_flow"}
2026-04-17 18:58:33 | graph | default_trace_id | INFO | {"event_id": "5aff4368-a5e2-4e23-8fe5-5ebe2c6088b8", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:33.644205+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:58:33 | graph | default_trace_id | INFO | {"event_id": "5cdbb905-d6c5-4a79-b847-4cce50b417ad", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:33.644806+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:58:55 | graph | default_trace_id | INFO | {"event_id": "09dd2f62-1cb5-4b2a-800b-efb1f93164bd", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.727449+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:58:55 | graph | default_trace_id | INFO | {"event_id": "b8f89abd-486d-4796-9b2b-d9db5f869fdc", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.730157+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [questioner]", "metadata": {}, "graph_id": "stock_flow", "node_id": "questioner"}
2026-04-17 18:58:55 | graph | default_trace_id | INFO | {"event_id": "386aef21-ec25-4924-bce4-6e18e1b9c8f0", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.732736+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [end]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-17 18:58:55 | graph | default_trace_id | INFO | {"event_id": "3e8803da-31f9-4a4b-849a-e5d0bced764d", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.733580+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [end] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-17 18:58:55 | graph | default_trace_id | INFO | {"event_id": "58d21ee5-a34e-4a23-bedb-ad4239c3201e", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.737697+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [end] ability [invoke]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-17 18:58:55 | graph | default_trace_id | INFO | {"event_id": "1d54de8a-9fce-4693-8054-1fa9bd379a7e", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.739479+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [end]", "metadata": {}, "graph_id": "stock_flow", "node_id": "end"}
2026-04-17 18:58:55 | graph | default_trace_id | INFO | {"event_id": "650ad87e-21cf-4ad6-93e7-fa38383358e7", "event_type": "graph_end", "log_level": "INFO", "timestamp": "2026-04-17T18:58:55.741502+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution completed", "metadata": {"total_steps": 4}, "graph_id": "stock_flow"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "dcdc2b36-edcf-408c-b179-f6999ce4502e", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.109679+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "5641f68b-e080-4c7d-954f-f9862f9cacf0", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.110118+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [questioner], abilities is ['invoke']", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "58b56645-96e9-4661-a184-3484364195c2", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.110510+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "travel_flow", "node_id": "end"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "aacf838f-000b-4149-9c0d-e6d1ceb7e5d3", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.111011+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "travel_flow"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "f7cb2b57-9d3a-4e74-8cd1-fc6024d7a082", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.112622+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "59f58cdb-881a-4a50-86bf-aacbd9f13e0b", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.113014+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "9f49b6f7-b0b1-44a8-9dba-247dab80f9e9", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.115446+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "e58b440b-7f0d-4c3f-98dc-173fc8b674f4", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.116359+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "travel_flow", "node_id": "start"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "1ed4721b-b739-4ce1-96ce-6c92aa40b1e6", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.117485+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [questioner]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-17 18:59:15 | graph | default_trace_id | INFO | {"event_id": "568020ca-62fe-45ee-ae99-beb224ece6c5", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T18:59:15.117826+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [questioner] ability [invoke]", "metadata": {}, "graph_id": "travel_flow", "node_id": "questioner"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "2e2fe93b-b174-49b9-91dc-42e3781782b0", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.108184+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [start], abilities is ['invoke']", "metadata": {}, "graph_id": "weather_flow", "node_id": "start"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "1bdfc666-6c37-4d50-a2b7-3ff47774dd17", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.108620+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [questioner], abilities is ['invoke']", "metadata": {}, "graph_id": "weather_flow", "node_id": "questioner"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "53dccb16-d332-455a-a086-1bd487e2297e", "event_type": "graph_vertex_init", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.108902+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Initialized node [end], abilities is ['invoke']", "metadata": {}, "graph_id": "weather_flow", "node_id": "end"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "6d31fc58-5b66-4ade-9cdc-f23dbb3ccc11", "event_type": "graph_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.109555+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "session_id": "demo-jump-recovery-001", "status": "success", "message": "Pregel graph engine execution started", "metadata": {"is_top_level": true}, "graph_id": "weather_flow"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "26b79b39-1414-4a39-a112-2a1efd1eebf4", "event_type": "graph_vertex_call_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.110734+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call batch-in node [start]", "metadata": {}, "graph_id": "weather_flow", "node_id": "start"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "d4bf5426-dc10-40b7-8397-b1f993bbf43a", "event_type": "graph_vertex_ability_start", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.111000+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Begin to call node [start] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "start"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "15307f1e-052d-415c-952d-8b2bc2641392", "event_type": "graph_vertex_ability_end", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.112602+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call node [start] ability [invoke]", "metadata": {}, "graph_id": "weather_flow", "node_id": "start"}
2026-04-17 19:21:34 | graph | default_trace_id | INFO | {"event_id": "5af8f070-4648-4080-b69d-89c9cde94dc8", "event_type": "graph_vertex_call_end", "log_level": "INFO", "timestamp": "2026-04-17T19:21:34.113224+08:00", "module_type": "system", "module_id": "graph", "module_name": "graph", "status": "success", "message": "Succeed to call batch-in node [start]", "metadata": {}, "graph_id": "weather_flow", "node_id": "start"}
